pmid,title,journal,year,authors,abstract,query
41081401,Evaluation of Fluorescein Diacetate Viability Staining during Treatment Follow-up Examinations of Smear Positive Pulmonary Tuberculosis Patients.,International journal of mycobacteriology,2025,Ujjwala Nitin Gaikwad; Padma Das; Anudita Bhargava; Ajoy Kumar Behera; Tushar Bharat Jagzape; Sachin Chandraker,"Assessment of treatment response to pulmonary tuberculosis (TB) is currently done by follow-up cultures since smear microscopy cannot distinguish viable from nonviable bacilli. This delays the therapeutic decision and increases the work load on the TB laboratories. This study evaluated the utility of fluorescein diacetate (FDA) viability staining against culture as a modality to assess treatment response in patients receiving anti tubercular treatment. In a cross-sectional study conducted for 2 years at a tertiary care hospital, around 110 follow-up sputum samples from patients with initial smear positivity were collected. After being processed for light-emitting diode fluorescence (FL) microscopy and liquid culture by MGIT 960, the samples were subjected to FDA viability staining as an additional step. FDA staining and FL microscopy results were compared to culture to determine its diagnostic accuracy in predicting bacterial viability. The positivity rates for FL microscopy, FDA microscopy, and culture were 17%, 10%, and 8.18%, respectively. Culture results correlated with FL microscopy in 83.6% of cases and with FDA staining in 94.5%. FDA staining outperformed FL microscopy in terms of sensitivity, specificity, positive predictive value (PPV), and NPV, with values of 77.7%, 96.04%, 63.6%, and 97.9%, respectively. Among FL microscopy positive samples, FDA staining demonstrated 100% sensitivity and NPV, but poor specificity and PPV (57.14% and 45.45%, respectively) owing to false positive results in some cases. FDA viability staining proved to be a better predictor of bacteriological clearance during follow-up examinations of patients on antitubercular therapy and may be explored in future research.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
41045529,"Delay in the Diagnosis and Treatment of Tuberculosis among Tuberculosis Patients in South-East Delhi, India.",Indian journal of public health,2025,Tazean Zahoor Malik; Sushovan Roy; Faheem Ahmed; Rashmi Agarwalla; Rambha Pathak,"Delay in accessing effective health care plays an important role in tuberculosis (TB) transmission within the community. The objectives of the study were (1) to estimate the total delays experienced by the patient before initiation of TB treatment and (2) to determine the factors associated with delays in the diagnosis and treatment of such patients. A cross-sectional study was conducted among TB patients enrolled in ten randomly selected directly observed treatment short-course (DOTS) centers in South-East Delhi from January 2019 to March 2020. During this period, 439 patients were approached, of which 416 consented to participate in the study. Patient delay, health system delay, and total delay were determined. The data were collected using questions from the ""Tool to estimate patients' costs"" questionnaire. Of the 416 participants, 62.2% were male. The mean age was 40.9 ± 16.33 years. The mean health system delay was 24.2 ± 3.85 days (median: 19 days). The mean patient delay was 25.27 ± 8.21 days (median: 29 days). Patient delay was seen in 36.3% of patients while health system delay occurred in 40.6%. The delays were significantly associated with the gender of the patient, their educational status, the type of facility first visited, the type of TB, and the category of TB. The mean time spent on the diagnosis of TB was 35.20 ± 17.5 h. In the present study, both patient and health system delays are associated with several factors. Addressing these barriers and reasons for the delays will help in the timely diagnosis and treatment of the patients.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
41042600,"High burden of severe and very severe undernutrition among adults with tuberculosis: findings from a state wide operational research in Chhattisgarh, India.",Expert review of respiratory medicine,2025,Vishnu Gupta; Chetanya Malik; Kalpita Shringarpure; Himanshu A Gupte; Hemant D Shewade; Khemraj Sonwani; Vikash Ranjan Keshri,"Undernutrition drives the TB epidemic in India with 4-5 times higher mortality among adults with severe/very severe undernutrition. We assessed proportion of severe/very severe undernutrition among adults with TB and timeliness in receiving monetary support for nutrition (Direct benefit transfer-DBT) and food baskets. This analytical cross-sectional study conducted in Chhattisgarh, tribal Indian state, utilized program data of adults with TB notified in public facilities under the National TB Elimination Program from April-June 2024. Body Mass Index (BMI) was categorized for nutritional status and equity in distribution of DBT and foodbaskets was evaluated using frequency, proportions, and Chi-square for trend. Of 6568 adults with TB, BMI was calculated for 6397 (97%). Proportion of severe and very severe undernutrition was 22% and 13% respectively. First DBT instalment was received by 81%, with 29% receiving it within two months; 21% received foodbaskets, with similar coverage across all undernutrition categories (<i>p</i> > 0.05), reflecting inequity. There is a high burden of severe/very severe undernutrition among TB patients. Similar DBT and food basket coverage among those with severe/very severe undernutrition and other TB patients indicates inequity in distribution. Undernutrition-basedindicators and linkage of DBT and food baskets should be prioritized.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
41041286,Identification of potential inhibitors of dihydrofolate reductase (DHFR) through blocking the folate biosynthetic pathway of <i>Mycobacterium tuberculosis</i> utilizing structure-based virtual screening.,RSC advances,2025,Sajal Kumar Halder; Arafin Sultana; Iqrar Ahmad; Md Oliullah Rafi; Ive Sultana; Fatiha Elma; Israt Jahan Ananna; Harun Patel; Mahbubul Kabir Himel; Aparna Shil,"Tuberculosis (TB) has emerged as a leading cause of death due to a single infectious agent-<i>Mycobacterium tuberculosis</i> (Mt). This situation is exacerbated by delayed diagnosis, inadequate administration of effective TB medications, prolonged duration of treatment, shortage of toxin-free TB drugs, and frequent increases in resistance to most TB drugs. In an urge to find potential drug candidates for the treatment of fatal infectious TB disease, we targeted the folate biosynthetic pathway that involves the ubiquitous enzyme dihydrofolate reductase (DHFR), which catalyzes the NADPH-dependent reduction of dihydrofolate with the generation of tetrahydrofolate (THF). Blocking the enzymatic activity of DHFR exhausts the cellular pool of THF, which results in cessation of DNA synthesis in rapidly proliferating cells and ultimately cell death. Herein, a total of 1026 drug-like molecules with antibacterial activities were tested using several <i>in silico</i> tools for determining drug-likeness features, ADMET (absorption, distribution, metabolism, excretion, and toxicity) profiling, binding affinity, and conformation analysis using Autodock Vina and Schrodinger Suite. This exhaustive investigation identified CHEMBL577, CHEMBL161702, and CHEMBL1770248 as potential drug candidates for the inhibition of <i>M. tuberculosis</i> DHFR protein. Root mean square deviation, root mean square fluctuation, hydrogen bond, and MMGBSA evaluation by 100 ns molecular dynamics simulation (MDS) confirmed their molecular stability with the target protein. All of these drug-like compounds outperformed the control drugs trimethoprim and methotrexate in molecular docking and molecular dynamics simulation tests. Therefore, our study suggests these <i>M. tuberculosis</i> DHFR inhibitors as promising drug candidates. However, additional wet-lab experiments are required to verify their potential therapeutic potency as novel drugs against <i>M. tuberculosis</i>.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
41041201,Kikuchi-Fujimoto disease misdiagnosed as tubercular lymphadenitis: A puzzle in cervical lymph nodes.,Journal of family medicine and primary care,2025,Kshiroda Chandra Sahoo; Ananda Datta,"Kikuchi-Fujimoto disease (KFD) is a rare and benign condition characterized by regional necrotizing lymphadenopathy. Acute or subacute painful cervical lymphadenopathy is the most common clinical presentation. The characteristic morphology in histopathologic examination of the lymph node specimen is diagnostic of KFD. Fine needle aspiration cytology (FNAC), often employed as the initial diagnostic method, gives inconclusive results due to inadequate specimens. Our patient was a 36-year-old woman who presented with cervical lymphadenopathy for six weeks. Despite an inconclusive FNAC result, she was treated with empirical antituberculosis therapy (ATT). Later, she was diagnosed with KFD in our facility on excisional lung biopsy in view of non-improvement with ATT. Ambiguous cytological findings may usually lead to the initiation of empirical ATT since tuberculosis (TB) is a major cause of cervical lymphadenitis, particularly in TB-endemic areas. As a result, there is not only a delay in the management of the actual disease, but also a chance of developing adverse reactions to ATT.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
40997860,Label-free electrochemical-based biosensor for gene-phosphatidylinositol mannosides detection in urine for the determination of multidrug-resistant tuberculosis.,Nanotechnology,2025,Dinesh R Rotake; Jitendra B Zalke; Arpita Parakh; Shubham C Anjankar; Shiv Govind Singh; Ranjana Singh,"Tuberculosis (TB) is a significant public health issue, and the existing diagnostic tests have shortcomings that cause delays in initiating treatment. In this study, we designed a<i>Gene-pimB</i>-based biosensor for the determination of TB and tested it using an electrochemical technique. The<i>Gene-pimB</i>has been reported to be upregulated in mannose-capped lipoarabinomannan (manLAM) in multidrug-resistant TB (MDR-TB). Due to its link with drug resistance,<i>Gene-pimB</i>holds promise as a biomarker for identifying MDR-TB strains. In this work, the biosensor is fabricated using graphite-zinc oxide nanofibers (GPH-ZnO NFs), which are generated using electrospinning and deposited on glassy carbon electrodes. The GPH-ZnO functionalized electrode were further functionalized with MSA/EDC/NHS protocol to provide efficient immobilization which enable the effective binding of pimB-sequences to the nanofibers on the electrodes. In addition, the<i>Gene-pimB</i>hybridization on biosensors immobilized with<i>Gene-pimB</i>probe sequences was quantified using cyclic voltammetry (CV), differential pulse voltammetry (DPV), and electrochemical impedance spectroscopy (EIS) techniques. The experimental tests revealed that the limit of detection (LoD) for CV is 0.1482 pM ml<sup>-1</sup>, for DPV it is 0.196 pM ml<sup>-1</sup>, and for EIS it is 0.302 pM ml<sup>-1</sup>. Our findings suggest that<i>Gene-pimB</i>may prove to be a useful technique in the creation of novel tests for TB prognosis. The efficacy of the developed biosensor was confirmed by a hybridization sensing assay including targeted short oligonucleotide sequences (probe) and<i>Gene-pimB</i>(target) isolated from the urine sample. To assess its potential for clinical detection, urine samples were artificially spiked with the gene to simulate conditions encountered in clinical diagnostics. This approach allows for evaluating the feasibility of detecting<i>Gene-pimB</i>in a non-invasive manner, which could aid in the early identification of drug-resistant TB cases and improve diagnostic strategies for effective disease management.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
40983468,Effect of BCG Danish and oral polio vaccine on neonatal mortality in newborn babies weighing less than 2000 g in India: multicentre open label randomised controlled trial (BLOW2).,BMJ (Clinical research ed.),2025,Bethou Adhisivam; Chinnathambi Kamalarathnam; B Vishnu Bhat; Kumutha Jayaraman; Siva P Namachivayam; Frank Shann; Brent McSharry; Ponrani David; Raja; Mangalabharathi Sundaram,"To test the effect on all cause neonatal mortality (aged ≤28 days) of a dose of BCG Danish vaccine and oral polio vaccine (OPV) administered to newborn babies weighing <2000 g. Multicentre, open label, randomised controlled trial SETTING: Three tertiary neonatal intensive care units (NICUs) in southeast India. Newborn babies weighing <2000 g. 7067 were assessed for eligibility and 5420 were randomised (2714 BCG-OPV, 2706 control). Newborns were randomised 1:1 to receive 0.1 mL of BCG Danish intradermally plus OPV, either within 48 hours of admission to the NICU (early vaccination group) or delayed until at least the time of discharge (control group). Stratification was by NICU, sex, and birth weight (<1000 g, 1000-1499 g, 1500-1999 g). The primary outcome was all cause neonatal mortality. The main secondary outcome, included a third of the way through the trial, was neonatal mortality due to infection. Of the 5420 newborn babies randomised at a median age of 0.9 days and with a median birth weight of 1560 g, nine were lost to follow-up. Deaths occurred in 238 (8.8%) of 2714 newborn babies in the early vaccination group and 273 (10.1%) of 2706 in the control group. In intention-to-treat Cox survival analysis stratified by NICU and adjusted for postnatal age, birth weight, sex, and gestational age, neonatal mortality per person year was 1.29 in the early vaccination group and 1.50 in the control group (adjusted hazard ratio 0.83, 95% confidence interval (CI) 0.69 to 0.98; P=0.03). The number needed to treat to prevent one death was 21 (95% CI 10 to 245). Infection related neonatal mortality per person year was 0.40 in the early vaccination group and 0.73 in the control group (adjusted hazard ratio 0.53, 95% CI 0.40 to 0.70). No deaths from tuberculosis occurred, and no serious adverse effects were associated with vaccination. In newborn babies weighing <2000 g in intensive care, BCG-OPV administered at a median age of 0.9 days reduced all cause neonatal mortality owing to a decrease in deaths due to infections other than tuberculosis (a non-specific or off-target effect). A substantial reduction in neonatal mortality could be achieved if a skilled administrator vaccinated a high proportion of newborn babies in high mortality settings on the day of, or soon after, birth. Clinical Trials Registry India CTRI/2017/01/007676.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
40978883,"Clinical Presentation, Diagnosis, and Management of Abdominal Tuberculosis in Pediatric Population: A Prospective Descriptive Study From a Tertiary Care Centre in North India.",Cureus,2025,Enono Yhoshu; Deepak K Garnaik; Soumya Kashiv; Nowneet Bhat; Rajat Piplani; Amber Prasad; Intezar Ahmed; Satya Sree Balija,"Aims Abdominal tuberculosis (TB) continues to be a common and challenging abdominal disease in children, with a nonspecific clinical presentation and poor outcomes in delayed diagnosis and complicated cases. We aimed to prospectively evaluate the clinical features and diagnostic workup of children with suspected abdominal TB, with a focus on early initiation of medical and surgical treatment and monitoring of therapeutic outcomes. Materials and methods A time-bound prospective observational study of all patients ≤ 17 years requiring admission with symptoms suggestive of abdominal TB from February 2020 to May 2023 was conducted. All necessary routine blood tests and imaging were done, and endoscopies and surgeries as needed by the patient were carried out. The data of the patients who were diagnosed as abdominal TB - probable or definitive - were analyzed. Results Forty-seven patients were recruited with a suspected diagnosis of abdominal TB. Thirty-four patients (24 females and 10 males) were diagnosed as abdominal TB - definite in 18/34 patients (52.94%) and probable in 16/34 patients (47.06%). The mean age was 12.20 ± 3.82 years (4-17 years). Median duration of the symptoms was three months (IQR = 1-5 months). The commonest symptoms were abdominal pain (94.11%), fever (73.52%), and loss of appetite and weight (70.58%). Twelve patients (35.29%) gave a positive history of contact with TB. There were 13/34 (38.23%) patients who had concomitant pulmonary and abdominal TB, and 21/34 (61.76%) patients who had only abdominal TB. Mantoux tuberculin skin test was performed in 20 patients, of which 9/20 (45%) were positive. A Cartridge-Based Nucleic Acid Amplification Test (CBNAAT) was performed in 30/34 patients (88.23%) from fluid or tissue samples, of which 11 patients (35.48%) showed CBNAAT positivity. Fifteen patients (44.11%) underwent surgery, 12 for intestinal perforation and three for intestinal obstruction. Out of the 18 definite cases of abdominal TB, 11/18 (61.111%) were CBNAAT positive, and 10/18 (55.55%) had histopathology suggestive of TB. The 16 probable cases of abdominal TB had a strong history and imaging suggestive of TB abdomen. A total of seven patients who underwent surgery for intestinal perforation expired. One patient developed a relapse, and four patients developed drug-induced liver injury (DILI). Conclusion Abdominal TB remains a common cause of acute abdomen in the pediatric population, often presenting with non-specific features and lacking a definitive diagnostic modality. Early detection through recognition of common clinical features, guided imaging, and timely sampling for confirmation is vital for initiating antitubercular therapy (ATT) and improving outcomes in abdominal TB.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
40975583,"Diagnostic delay, expenditure pattern and treatment outcome of extra-pulmonary TB patients of Bangalore Urban District - A mixed method study.",The Indian journal of tuberculosis,2025,Shruthi M Shetty; Priyanka D Shivarama; Amrita N Shamanewadi; Renuka Venkatesh; Thanzeer Thajudeen Pattapally; S Praveen; Priyanka Prakash; S A Bhoomika,"The diagnosis of Extrapulmonary TB(EPTB) has always been a challenge for health care providers as it generally requires resource and greater clinical expertise. Timely detection and proper treatment of TB are the key elements of an effective TB control program. Our aim in this study is to determine the diagnostic delay and the factors associated with delay, to estimate the out of pocket expenditure, and the treatment outcome in Extrapulmonary TB Patients. A mixed method study was carried out in Five TB Units of Bangalore Urban District on the newly diagnosed Extrapulmonary TB Patients of the last quarter of 2021. Data from registers and telephonic interviews were used to collect information for the quantitative data and the qualitative assessment was done through In-depth interviews. Out of 174 patients, 44.2% had a diagnostic delay of more than 1 month. The average expenditure among the subjects for diagnosis and treatment was estimated to be ₹ 56,681. 63% of the patients incurred an expenditure of above ₹ 10,000 before diagnosis and 18.9% had incurred an expenditure above ₹ 10,000 during treatment. 16.7% were lost to follow up, 0.6% were declared cured and 82.2% as treatment completed. In-depth interviews of 30 randomly selected patients with diagnostic delay was done to explore the reasons for delay, which were manually coded to generate the following codes-lack of awareness of symptoms and delayed referral, neglected symptoms and self medication, atypical presentation, misdiagnosis, wrong choice of diagnostic procedure, co-morbidities with overlapping symptoms, incidental finding, ignorance about Government facilities and free TB treatment, and absent or mild symptoms/slow progression of symptoms. Guidelines for diagnosis and treatment of EPTB to health care workers and public awareness about EPTB and provisions of Government facilities needs further emphasis. This will help reduce diagnostic delay of EPTB and its financial burden on the patients thereby ensuring better treatment completion and cure rate aiding in TB elimination.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
40975575,Delay in TB preventive treatment (TPT) initiation among household contacts of pulmonary TB patients: Does it affect the TPT outcome?,The Indian journal of tuberculosis,2025,Abhijit Dey; Ranjani Ramachandran; Dhrubajyoti Deka; Anamitra Barik; Bandita Sengupta; Iman Bhakta; Swarna Abhiman Ramteke; Sandip Roy; Asma Banu Varada; Arista Lahiri,"TB Preventive Treatment (TPT) is considered as an effective intervention to reduce TB incidence by reducing the pool of TB infection in the community. This study was aimed to assess TPT outcome and its associations in West Bengal. ology: A retrospective cohort study conducted using the data from Ni-kshay, the web-based TB information management portal of India. All TPT beneficiaries who have initiated with TPT in the year 2022 were included in the study. To find out the independent risk factor associated with unsuccessful outcome, risk ratio (RR) and adjusted risk ratio (aRR) has been calculated using regression models. Median age and BMI of the participants were 32 years, & 20.9 kg/m2 respectively. Median delay to TPT initiation from diagnosis of the index TB patients was 23 days. 90.5% (90.2-90.7) outcomes were successful while 9.5% (9.3-9.8) outcomes were unfavourable. 0-9yrs (aRR = 1.31), 10-19yrs (aRR = 1.16) & 20-39yrs (aRR = 1.10) age-groups were more likely to be associated with unsuccessful TPT outcomes. Overweight (aRR = 1.10) & Obese (aRR = 1.19) were associated with unsuccessful outcomes. Participants belong to urban areas (aRR = 1.37) & attending Private Health Facility (aRR = 1.17) were more likely to be associated with an unsuccessful outcome. TPT initiation delay of 8-30 days (aRR = 2.03) and >30 days (aRR = 2.90) was associated with unsuccessful TPT outcomes. There are few gaps as well as few opportunities in the TPT programs in West Bengal. Gaps are both in policy level as well as implementation level. Identified gaps should be addressed for a better TB preventive strategy in West Bengal.",(tuberculosis[MeSH Terms] OR tuberculosis[Title/Abstract]) AND (delay OR timeliness OR diagnosis delay OR treatment delay) AND India
